transaction_id,account_id,customer_id,amount,currency,merchant_category,location,is_foreign,device,timestamp
TXN00020,GB83CEIA56829962914504,CUST0098,3345.44,USD,online_retail,Mexico,False,new,2026-05-28T14:28:15.074029
TXN00021,GB19UMIO59876220234132,CUST0057,1833.59,USD,electronics,USA,False,known,2026-07-22T01:28:15.074036
TXN00022,GB83VGQZ56770051844989,CUST0034,6884.93,USD,gas_station,UK,False,new,2026-06-06T16:28:15.074043
TXN00023,GB19EPAQ08697829221699,CUST0018,3431.57,USD,utilities,UK,False,known,2026-06-30T17:28:15.074048
TXN00024,GB93NCPH57438421503178,CUST0099,5259.14,USD,travel,USA,False,new,2026-08-01T23:28:15.074056
TXN00025,GB03KQMN93465472269848,CUST0018,4461.92,USD,online_retail,UK,False,new,2026-05-25T15:28:15.074062
TXN00026,GB47HYSX42788165803928,CUST0033,1088.26,USD,electronics,Mexico,False,new,2026-07-05T09:28:15.074067
TXN00027,GB61JUFD23094077780973,CUST0090,7706.79,USD,utilities,USA,True,known,2026-07-18T20:28:15.074076
TXN00028,GB98GBZT88392053021465,CUST0045,7513.08,USD,dining,Germany,True,new,2026-05-21T05:28:15.074082
TXN00029,GB20KORE32983248262925,CUST0083,9405.35,USD,utilities,USA,False,known,2026-06-29T06:28:15.074090
TXN00030,GB19EPAQ08697829221699,CUST0018,2008.68,USD,electronics,UK,False,known,2026-07-11T04:28:15.074095
TXN00031,GB83ZRTW02601279611435,CUST0043,30.41,USD,online_retail,UK,False,new,2026-07-28T19:28:15.074101
TXN00032,GB63FNPE88574489061203,CUST0055,6679.87,USD,online_retail,Russia,True,known,2026-05-08T15:28:15.074108
TXN00033,GB33USII86959463688725,CUST0042,6282.93,USD,dining,USA,False,new,2026-05-18T06:28:15.074114
TXN00034,GB37YZFJ42043805719838,CUST0020,8630.37,USD,travel,UK,False,known,2026-05-16T20:28:15.074119
TXN00035,GB34BDFB45561100225579,CUST0012,7116.35,USD,wire_transfer,USA,False,new,2026-06-28T05:28:15.074124
TXN00036,GB93MQWD57981238780038,CUST0081,6648.97,USD,utilities,UK,False,new,2026-05-10T15:28:15.074132
TXN00037,GB93MQWD57981238780038,CUST0081,3065.44,USD,utilities,USA,True,known,2026-06-12T01:28:15.074140
TXN00038,GB44YVHA55488510272614,CUST0017,5579.73,USD,groceries,UK,False,new,2026-05-12T06:28:15.074145
TXN00039,GB02FZMA33230982150648,CUST0009,4932.56,USD,online_retail,UK,False,new,2026-07-15T09:28:15.074150
TXN00040,GB81AQUA99693084887256,CUST0033,7736.26,USD,electronics,Mexico,False,new,2026-06-12T04:28:15.074156
TXN00041,GB54DIPU43503136502491,CUST0066,998.18,USD,travel,Mexico,False,new,2026-06-26T03:28:15.074162
TXN00042,GB34VXMO99813646225179,CUST0076,8979.61,USD,gas_station,UK,False,known,2026-07-01T03:28:15.074220
TXN00043,GB23CRRX12520566474231,CUST0084,9216.9,USD,atm_withdrawal,Russia,True,known,2026-06-26T21:28:15.074277
TXN00044,GB55MWQD04091570184094,CUST0100,4927.58,USD,wire_transfer,USA,False,new,2026-07-31T18:28:15.074321
TXN00045,GB20JKPM20555438404608,CUST0081,5219.84,USD,utilities,UK,False,new,2026-07-11T16:28:15.074392
TXN00046,GB06TFMR60259222206447,CUST0089,7594.48,USD,travel,USA,False,new,2026-05-18T05:28:15.074422
TXN00047,GB93SWSG53875842824172,CUST0003,9426.48,USD,electronics,UK,False,new,2026-07-26T17:28:15.074428
TXN00048,GB41MHQZ40666580043973,CUST0020,8860.54,USD,utilities,UK,False,new,2026-07-18T09:28:15.074433
TXN00049,GB45XBRM41686227837693,CUST0077,4342.19,USD,travel,Mexico,False,new,2026-06-07T17:28:15.074441
TXN00050,GB90EOFF99275037314530,CUST0034,8354.2,USD,electronics,UK,False,new,2026-06-02T01:28:15.074446
TXN00051,GB45XBRM41686227837693,CUST0077,7796.12,USD,utilities,Mexico,False,new,2026-06-03T16:28:15.074454
TXN00052,GB61JUFD23094077780973,CUST0090,4603.82,USD,entertainment,USA,False,new,2026-06-10T07:28:15.074462
TXN00053,GB23CRRX12520566474231,CUST0084,2272.46,USD,atm_withdrawal,USA,False,known,2026-07-13T02:28:15.074470
TXN00054,GB34VXMO99813646225179,CUST0076,3670.82,USD,travel,Brazil,True,new,2026-05-08T12:28:15.074478
TXN00055,GB80SJFC04478985625753,CUST0008,8262.8,USD,online_retail,USA,False,known,2026-05-23T14:28:15.074483
TXN00056,GB22UORK76084958803955,CUST0097,1373.76,USD,travel,USA,False,known,2026-08-05T01:28:15.074491
TXN00057,GB42XKMT99880817703886,CUST0086,5922.85,USD,atm_withdrawal,UK,False,known,2026-07-04T14:28:15.074499
TXN00058,GB76MHIC63894484631224,CUST0061,9064.56,USD,online_retail,UK,False,known,2026-05-30T12:28:15.074505
TXN00059,GB20FDNS79729659027716,CUST0014,9475.56,USD,electronics,USA,False,new,2026-05-11T15:28:15.074511
TXN00060,GB19EPAQ08697829221699,CUST0018,4217.73,USD,utilities,UK,False,known,2026-05-08T21:28:15.074516
TXN00061,GB86TBTB10016761847230,CUST0010,3408.61,USD,atm_withdrawal,UK,False,known,2026-07-30T15:28:15.074521
TXN00062,GB46CTBX66984902770384,CUST0044,7529.97,USD,travel,UK,False,known,2026-05-26T03:28:15.074527
TXN00063,GB42HKIB83866317797177,CUST0015,6491.36,USD,online_retail,USA,False,known,2026-06-19T05:28:15.074532
TXN00064,GB33USII86959463688725,CUST0042,2429.33,USD,groceries,USA,False,new,2026-07-05T10:28:15.074538
TXN00065,GB98IOFS29314386632270,CUST0054,4199.22,USD,entertainment,USA,False,new,2026-07-17T22:28:15.074544
TXN00066,GB04KLTU04259792703352,CUST0078,1896.57,USD,atm_withdrawal,USA,False,new,2026-06-09T15:28:15.074552
TXN00067,GB88KWXR33394522885158,CUST0019,5462.84,USD,utilities,USA,False,known,2026-05-25T13:28:15.074557
TXN00068,GB27AJHG50488899210752,CUST0074,7395.07,USD,groceries,UK,False,new,2026-05-26T03:28:15.074565
TXN00069,GB98IOFS29314386632270,CUST0054,7619.34,USD,dining,USA,False,known,2026-07-08T05:28:15.074571
TXN00070,GB49VMMS38011848955439,CUST0046,7965.01,USD,electronics,USA,False,known,2026-05-14T03:28:15.074577
TXN00071,GB22MDDC78006811492164,CUST0058,3469.36,USD,travel,UK,False,known,2026-08-02T06:28:15.074584
TXN00072,GB39IPUD75455884506159,CUST0055,1911.55,USD,gas_station,Mexico,False,new,2026-06-14T19:28:15.074591
TXN00073,GB83CEIA56829962914504,CUST0098,2444.93,USD,online_retail,Mexico,False,new,2026-07-03T19:28:15.074599
TXN00074,GB55IEWO03120735647570,CUST0063,1341.49,USD,dining,USA,False,new,2026-06-08T22:28:15.074606
TXN00075,GB28RFCQ27448570862095,CUST0068,5099.75,USD,online_retail,Germany,True,new,2026-08-05T16:28:15.074614
TXN00076,GB59MUZH35658804341651,CUST0049,1033.75,USD,dining,USA,False,new,2026-05-17T13:28:15.074620
TXN00077,GB52EGKN97252175250074,CUST0006,8695.35,USD,dining,USA,False,known,2026-05-27T14:28:15.074625
TXN00078,GB51EQTP52677223306046,CUST0085,3881.77,USD,travel,UK,False,known,2026-06-29T04:28:15.074633
TXN00079,GB80SJFC04478985625753,CUST0008,927.84,USD,gas_station,USA,False,known,2026-06-04T21:28:15.074638
TXN00080,GB76RMQK28975585566593,CUST0073,6618.12,USD,gas_station,Mexico,False,new,2026-05-13T01:28:15.074645
TXN00081,GB96RAUX91901581449147,CUST0028,7920.92,USD,wire_transfer,USA,False,new,2026-05-15T21:28:15.074651
TXN00082,GB69MVYF71875003691559,CUST0052,4227.39,USD,dining,India,True,new,2026-07-10T10:28:15.074657
TXN00083,GB19EPAQ08697829221699,CUST0018,8566.61,USD,entertainment,UK,False,known,2026-06-20T07:28:15.074662
TXN00084,GB27AJHG50488899210752,CUST0074,875.44,USD,dining,UK,False,known,2026-07-22T10:28:15.074669
TXN00085,GB76JNVD84992618914117,CUST0010,7477.36,USD,dining,UK,False,known,2026-07-06T20:28:15.074675
TXN00086,GB58EUQB92024286990413,CUST0038,7357.63,USD,wire_transfer,USA,False,known,2026-07-08T14:28:15.074680
TXN00087,GB59IPFY84639208678085,CUST0051,5134.35,USD,travel,Mexico,False,known,2026-07-19T20:28:15.074687
TXN00088,GB52EGKN97252175250074,CUST0006,5596.16,USD,groceries,USA,False,known,2026-06-22T17:28:15.074692
TXN00089,GB59MUZH35658804341651,CUST0049,7085.09,USD,online_retail,Germany,True,new,2026-05-31T21:28:15.074698
TXN00090,GB65IBPW78487392855749,CUST0068,4788.95,USD,wire_transfer,USA,False,known,2026-07-24T10:28:15.074705
TXN00091,GB48DVKK69902355770272,CUST0096,582.54,USD,online_retail,Mexico,False,new,2026-05-17T00:28:15.074713
TXN00092,GB27YXCD03924051477053,CUST0079,8642.61,USD,electronics,USA,False,known,2026-06-05T02:28:15.074721
TXN00093,GB74OJLN42400825478077,CUST0060,2616.28,USD,wire_transfer,USA,False,new,2026-07-29T20:28:15.074727
TXN00094,GB43LZWB94801413811386,CUST0071,4313.03,USD,wire_transfer,Mexico,False,new,2026-05-31T15:28:15.074741
TXN00095,GB19EPAQ08697829221699,CUST0018,6185.45,USD,gas_station,UK,False,known,2026-07-23T04:28:15.074747
TXN00096,GB34XRGG88487920698042,CUST0080,3223.16,USD,online_retail,UK,False,new,2026-07-08T11:28:15.074754
TXN00097,GB45XBRM41686227837693,CUST0077,2972.41,USD,utilities,Mexico,False,new,2026-06-27T11:28:15.074761
TXN00098,GB96RAUX91901581449147,CUST0028,871.18,USD,electronics,USA,False,known,2026-06-07T22:28:15.074767
TXN00099,GB34XRGG88487920698042,CUST0080,574.52,USD,gas_station,India,True,new,2026-07-21T07:28:15.074774
TXN00100,GB22UWWU59893347212281,CUST0021,8247.53,USD,groceries,UK,False,new,2026-05-13T11:28:15.074780
TXN00101,GB22MDDC78006811492164,CUST0058,2024.95,USD,online_retail,UK,False,known,2026-05-25T08:28:15.074787
TXN00102,GB88KWXR33394522885158,CUST0019,1095.84,USD,utilities,USA,False,known,2026-05-27T13:28:15.074792
TXN00103,GB27YXCD03924051477053,CUST0079,6413.9,USD,gas_station,USA,False,known,2026-05-19T05:28:15.074800
TXN00104,GB77RFPK53942373334333,CUST0049,8755.0,USD,entertainment,Russia,True,known,2026-05-09T15:28:15.074806
TXN00105,GB81AQUA99693084887256,CUST0033,3810.45,USD,travel,Mexico,False,known,2026-05-26T03:28:15.074812
TXN00106,GB44YVHA55488510272614,CUST0017,3991.31,USD,entertainment,UK,False,known,2026-07-10T12:28:15.074818
TXN00107,GB42YTHK18638782945651,CUST0069,5666.14,USD,groceries,Mexico,False,known,2026-06-26T06:28:15.074825
TXN00108,GB62MMVA72832684245088,CUST0028,779.62,USD,online_retail,USA,False,new,2026-07-31T03:28:15.074830
TXN00109,GB06TFMR60259222206447,CUST0089,2051.83,USD,gas_station,USA,False,known,2026-06-14T16:28:15.074838
TXN00110,GB93YOHX03718376452088,CUST0065,6447.23,USD,online_retail,Mexico,False,new,2026-07-01T03:28:15.074861
TXN00111,GB86TBTB10016761847230,CUST0010,77.99,USD,utilities,UK,False,known,2026-05-22T23:28:15.074876
TXN00112,GB47DVLO39930561648408,CUST0024,1144.25,USD,online_retail,Mexico,False,new,2026-06-30T14:28:15.074886
TXN00113,GB68WSES95562053364525,CUST0031,2189.9,USD,gas_station,USA,False,new,2026-05-30T02:28:15.074893
TXN00114,GB27OBCI50899358891637,CUST0014,182.95,USD,electronics,USA,False,new,2026-08-01T11:28:15.074898
TXN00115,GB27YXCD03924051477053,CUST0079,3971.0,USD,electronics,USA,False,new,2026-05-08T04:28:15.074906
TXN00116,GB76ODPB99917381684602,CUST0005,4373.62,USD,entertainment,UK,False,known,2026-07-16T05:28:15.074911
TXN00117,GB60BJGZ94070164510463,CUST0080,5596.33,USD,gas_station,UK,False,known,2026-07-06T11:28:15.074919
TXN00118,GB27AJHG50488899210752,CUST0074,3167.49,USD,travel,UK,False,known,2026-06-24T17:28:15.074926
TXN00119,GB82SXUQ17946954899529,CUST0094,1846.12,USD,entertainment,UK,False,new,2026-05-31T08:28:15.074934
TXN00120,GB97UCGV36138612075011,CUST0026,1878.1,USD,wire_transfer,Mexico,False,known,2026-07-19T16:28:15.074940
TXN00121,GB41LVVU62890028772175,CUST0015,4410.23,USD,wire_transfer,USA,False,new,2026-05-18T09:28:15.074945
TXN00122,GB74OJLN42400825478077,CUST0060,1438.34,USD,electronics,USA,False,new,2026-05-18T14:28:15.074952
TXN00123,GB20JKPM20555438404608,CUST0081,538.35,USD,gas_station,UK,False,known,2026-07-02T06:28:15.074960
TXN00124,GB22MDDC78006811492164,CUST0058,3506.16,USD,utilities,UK,False,known,2026-08-02T23:28:15.074966
TXN00125,GB44YVHA55488510272614,CUST0017,4398.45,USD,gas_station,UK,False,known,2026-06-03T12:28:15.074972
TXN00126,GB20KORE32983248262925,CUST0083,1792.33,USD,wire_transfer,USA,False,new,2026-05-25T04:28:15.074980
TXN00127,GB60VJTV99827950145561,CUST0092,987.75,USD,entertainment,Mexico,False,known,2026-07-30T10:28:15.074988
TXN00128,GB30YNRC47214586833901,CUST0093,6723.87,USD,online_retail,UK,False,known,2026-08-01T17:28:15.074996
TXN00129,GB28RFCQ27448570862095,CUST0068,3886.27,USD,entertainment,USA,False,known,2026-07-01T12:28:15.075003
TXN00130,GB16DUOT74973502080214,CUST0062,3675.43,USD,utilities,Mexico,True,known,2026-05-27T03:28:15.075011
TXN00131,GB16DUOT74973502080214,CUST0062,9193.28,USD,atm_withdrawal,UK,True,known,2026-06-23T15:28:15.075018
TXN00132,GB16KDPX01660880199488,CUST0016,7521.83,USD,travel,USA,False,known,2026-06-19T04:28:15.075023
TXN00133,GB04KLTU04259792703352,CUST0078,2937.68,USD,dining,USA,False,new,2026-08-04T13:28:15.075031
TXN00134,GB06TFMR60259222206447,CUST0089,737.68,USD,electronics,USA,False,known,2026-07-20T20:28:15.075039
TXN00135,GB55IEWO03120735647570,CUST0063,5675.85,USD,travel,USA,False,known,2026-05-19T20:28:15.075046
TXN00136,GB81AQUA99693084887256,CUST0033,6852.63,USD,groceries,Mexico,False,new,2026-05-19T19:28:15.075054
TXN00137,GB28RFCQ27448570862095,CUST0068,5802.6,USD,online_retail,USA,False,known,2026-07-07T10:28:15.075062
TXN00138,GB93NCPH57438421503178,CUST0099,3497.65,USD,wire_transfer,USA,False,new,2026-06-07T18:28:15.075070
TXN00139,GB51EQTP52677223306046,CUST0085,5013.23,USD,travel,UK,False,known,2026-06-19T08:28:15.075078
TXN00140,GB47DVLO39930561648408,CUST0024,4568.21,USD,entertainment,Mexico,False,known,2026-07-31T04:28:15.075083
TXN00141,GB42NNBK58303441448850,CUST0095,7250.79,USD,utilities,USA,False,new,2026-07-01T22:28:15.075091
TXN00142,GB92SPQX77293430107139,CUST0095,8991.19,USD,dining,USA,False,new,2026-06-12T22:28:15.075099
TXN00143,GB54DIPU43503136502491,CUST0066,3769.33,USD,entertainment,Mexico,False,known,2026-06-14T23:28:15.075106
TXN00144,GB34GGQV39288619576122,CUST0072,272.64,USD,electronics,Mexico,False,new,2026-06-20T17:28:15.075113
TXN00145,GB97UCGV36138612075011,CUST0026,6614.2,USD,travel,Mexico,False,new,2026-07-01T09:28:15.075119
TXN00146,GB27IHEK62168936392649,CUST0082,2435.0,USD,travel,USA,False,new,2026-07-28T00:28:15.075127
TXN00147,GB87PSSV68460810620034,CUST0019,1161.95,USD,dining,USA,False,new,2026-07-07T15:28:15.075132
TXN00148,GB02EFAY99499939330517,CUST0084,161.05,USD,gas_station,Brazil,True,known,2026-05-22T07:28:15.075140
TXN00149,GB85YLQZ87704358112880,CUST0025,3354.99,USD,wire_transfer,USA,False,new,2026-08-06T05:28:15.075171
TXN00150,GB47HYSX42788165803928,CUST0033,9259.34,USD,electronics,Mexico,False,known,2026-07-27T08:28:15.075179
TXN00151,GB76RMQK28975585566593,CUST0073,3678.44,USD,entertainment,Mexico,False,new,2026-08-01T04:28:15.075260
TXN00152,GB29XIXZ82513534655494,CUST0004,2294.49,USD,electronics,UK,False,new,2026-07-29T13:28:15.075267
TXN00153,GB08NRRM15335554398780,CUST0023,1667.47,USD,online_retail,China,True,new,2026-06-24T04:28:15.075273
TXN00154,GB81AQUA99693084887256,CUST0033,7374.93,USD,online_retail,Mexico,False,known,2026-07-29T02:28:15.075279
TXN00155,GB39IPUD75455884506159,CUST0055,3001.58,USD,utilities,Mexico,False,new,2026-07-12T23:28:15.075315
TXN00156,GB40XBRM80347644726490,CUST0087,2721.62,USD,groceries,UK,False,new,2026-05-16T18:28:15.075388
TXN00157,GB78HTLE11179080759579,CUST0050,8450.67,USD,online_retail,UK,False,new,2026-06-20T11:28:15.075400
TXN00158,GB55IEWO03120735647570,CUST0063,4728.98,USD,gas_station,USA,False,new,2026-06-04T02:28:15.075407
TXN00159,GB16KDPX01660880199488,CUST0016,5725.29,USD,travel,USA,False,new,2026-07-27T11:28:15.075412
TXN00160,GB74OJLN42400825478077,CUST0060,2915.18,USD,wire_transfer,India,True,new,2026-05-14T15:28:15.075419
TXN00161,GB28FHTI31290878141413,CUST0029,407.16,USD,entertainment,UK,False,new,2026-06-23T10:28:15.075424
TXN00162,GB59IPFY84639208678085,CUST0051,6377.89,USD,atm_withdrawal,Mexico,False,new,2026-07-30T22:28:15.075431
TXN00163,GB92SPQX77293430107139,CUST0095,9051.74,USD,travel,USA,False,new,2026-05-12T19:28:15.075439
TXN00164,GB47RGXL05830033542168,CUST0008,3483.29,USD,atm_withdrawal,USA,False,known,2026-07-07T04:28:15.075444
TXN00165,GB96RAUX91901581449147,CUST0028,4220.2,USD,electronics,USA,False,known,2026-06-20T13:28:15.075450
TXN00166,GB83CEIA56829962914504,CUST0098,2651.16,USD,electronics,Mexico,False,known,2026-06-27T04:28:15.075458
TXN00167,GB47HYSX42788165803928,CUST0033,1123.14,USD,utilities,Mexico,False,new,2026-06-18T07:28:15.075463
TXN00168,GB52OTPP23692929842579,CUST0039,8706.97,USD,online_retail,Mexico,False,known,2026-07-01T02:28:15.075469
TXN00169,GB22UWWU59893347212281,CUST0021,1644.37,USD,online_retail,UK,False,known,2026-07-28T10:28:15.075474
TXN00170,GB20OEWR29979688457831,CUST0059,5227.22,USD,utilities,UK,False,new,2026-05-08T22:28:15.075481
TXN00171,GB62MMVA72832684245088,CUST0028,1657.99,USD,entertainment,USA,False,known,2026-05-09T04:28:15.075487
TXN00172,GB22UWWU59893347212281,CUST0021,7509.59,USD,groceries,UK,False,new,2026-07-20T17:28:15.075492
TXN00173,GB42YTHK18638782945651,CUST0069,5815.45,USD,electronics,Mexico,False,known,2026-05-28T20:28:15.075499
TXN00174,GB22MDDC78006811492164,CUST0058,3905.5,USD,atm_withdrawal,UK,False,known,2026-06-06T08:28:15.075597
TXN00175,GB62MBNI84229405720259,CUST0022,4277.51,USD,gas_station,USA,False,new,2026-05-16T22:28:15.075605
TXN00176,GB62MBNI84229405720259,CUST0022,5586.03,USD,travel,USA,False,new,2026-05-28T04:28:15.075610
TXN00177,GB60VJTV99827950145561,CUST0092,4924.38,USD,utilities,Mexico,False,known,2026-07-30T21:28:15.075618
TXN00178,GB87EDBA99688143536822,CUST0029,3290.49,USD,gas_station,UK,False,new,2026-05-08T17:28:15.075624
TXN00179,GB42HKIB83866317797177,CUST0015,2610.91,USD,utilities,USA,False,known,2026-05-17T07:28:15.075629
TXN00180,GB60VJTV99827950145561,CUST0092,1469.07,USD,wire_transfer,Mexico,False,new,2026-05-23T06:28:15.075637
TXN00181,GB02FZMA33230982150648,CUST0009,436.66,USD,wire_transfer,UK,False,new,2026-08-03T22:28:15.075642
TXN00182,GB58EUQB92024286990413,CUST0038,6072.22,USD,online_retail,USA,False,new,2026-06-14T05:28:15.075648
TXN00183,GB14FUZK69961125355449,CUST0057,2829.13,USD,electronics,USA,False,known,2026-05-11T12:28:15.075655
TXN00184,GB62MMVA72832684245088,CUST0028,1942.2,USD,wire_transfer,USA,False,known,2026-06-06T10:28:15.075661
TXN00185,GB05HHXJ72282005577848,CUST0059,9386.28,USD,entertainment,UK,False,new,2026-06-27T01:28:15.075668
TXN00186,GB65BYUT47985158328182,CUST0023,1013.22,USD,dining,USA,False,new,2026-06-02T07:28:15.075673
TXN00187,GB22UWWU59893347212281,CUST0021,924.23,USD,utilities,UK,False,new,2026-07-06T20:28:15.075678
TXN00188,GB29RTXQ33146591166553,CUST0077,8870.97,USD,entertainment,Mexico,False,known,2026-07-17T14:28:15.075685
TXN00189,GB62MMVA72832684245088,CUST0028,4740.72,USD,utilities,USA,False,new,2026-06-02T10:28:15.075691
TXN00190,GB76ODPB99917381684602,CUST0005,9183.69,USD,dining,Germany,True,new,2026-06-03T10:28:15.075696
TXN00191,GB76JNVD84992618914117,CUST0010,6390.58,USD,utilities,Brazil,True,known,2026-05-22T04:28:15.075701
TXN00192,GB88KWXR33394522885158,CUST0019,3478.06,USD,atm_withdrawal,USA,False,new,2026-07-04T01:28:15.075706
TXN00193,GB86TBTB10016761847230,CUST0010,1853.25,USD,gas_station,UK,False,new,2026-05-26T07:28:15.075711
TXN00194,GB27OBCI50899358891637,CUST0014,2660.95,USD,wire_transfer,USA,False,known,2026-06-10T07:28:15.075716
TXN00195,GB62MBNI84229405720259,CUST0022,7552.55,USD,entertainment,USA,False,new,2026-06-17T13:28:15.075722
TXN00196,GB85YLQZ87704358112880,CUST0025,4753.24,USD,groceries,USA,False,known,2026-06-02T12:28:15.075727
TXN00197,GB47DVLO39930561648408,CUST0024,4344.11,USD,wire_transfer,Mexico,False,known,2026-06-07T08:28:15.075732
TXN00198,GB86JAYN49308536866326,CUST0060,3736.1,USD,wire_transfer,USA,False,new,2026-06-27T19:28:15.075739
TXN00199,GB55IEWO03120735647570,CUST0063,4656.09,USD,wire_transfer,USA,False,new,2026-06-02T07:28:15.075746
TXN00200,GB40XBRM80347644726490,CUST0087,6402.79,USD,atm_withdrawal,UK,False,new,2026-06-20T14:28:15.075754
TXN00201,GB52EGKN97252175250074,CUST0006,7438.67,USD,wire_transfer,USA,False,known,2026-07-04T04:28:15.075759
TXN00202,GB63GTGY48356420873753,CUST0011,5977.59,USD,wire_transfer,Mexico,False,new,2026-07-16T08:28:15.075764
TXN00203,GB97UCGV36138612075011,CUST0026,5441.55,USD,electronics,Mexico,False,known,2026-07-06T23:28:15.075770
TXN00204,GB29XIXZ82513534655494,CUST0004,3926.06,USD,dining,UK,False,new,2026-06-14T20:28:15.075775
TXN00205,GB60VJTV99827950145561,CUST0092,6911.68,USD,travel,Mexico,False,known,2026-06-07T01:28:15.075783
TXN00206,GB86JAYN49308536866326,CUST0060,3582.95,USD,travel,USA,False,new,2026-06-06T08:28:15.075790
TXN00207,GB93NCPH57438421503178,CUST0099,7335.04,USD,utilities,USA,False,new,2026-06-22T03:28:15.075798
TXN00208,GB83VGQZ56770051844989,CUST0034,2839.25,USD,utilities,UK,False,new,2026-07-02T07:28:15.075804
TXN00209,GB58EUQB92024286990413,CUST0038,4560.73,USD,gas_station,USA,False,new,2026-06-05T14:28:15.075810
TXN00210,GB98IOFS29314386632270,CUST0054,3610.2,USD,atm_withdrawal,USA,False,new,2026-05-12T07:28:15.075816
TXN00211,GB97UCGV36138612075011,CUST0026,755.38,USD,online_retail,Mexico,False,new,2026-07-01T02:28:15.075822
TXN00212,GB64WQEO71812982665702,CUST0087,8864.06,USD,utilities,UK,False,known,2026-05-30T16:28:15.075830
TXN00213,GB88KWXR33394522885158,CUST0019,2307.14,USD,gas_station,USA,False,known,2026-05-23T17:28:15.075835
TXN00214,GB33USII86959463688725,CUST0042,4490.48,USD,travel,Germany,True,known,2026-06-25T02:28:15.075841
TXN00215,GB62MMVA72832684245088,CUST0028,6181.86,USD,utilities,USA,False,new,2026-06-07T09:28:15.075847
TXN00216,GB98IOFS29314386632270,CUST0054,5456.4,USD,gas_station,USA,False,known,2026-07-26T04:28:15.075854
TXN00217,GB68WSES95562053364525,CUST0031,9473.15,USD,atm_withdrawal,USA,False,new,2026-07-15T23:28:15.075860
TXN00218,GB47HYSX42788165803928,CUST0033,92.99,USD,wire_transfer,Mexico,False,known,2026-06-30T23:28:15.075866
TXN00219,GB16DUOT74973502080214,CUST0062,4983.4,USD,travel,USA,False,new,2026-05-16T07:28:15.075873
TXN00220,GB78HTLE11179080759579,CUST0050,1547.88,USD,online_retail,UK,False,new,2026-07-23T14:28:15.075879
TXN00221,GB47HYSX42788165803928,CUST0033,6408.44,USD,dining,India,True,known,2026-06-30T06:28:15.075885
TXN00222,GB22WWSD94096105566139,CUST0075,828.58,USD,electronics,UK,False,known,2026-06-02T14:28:15.075892
TXN00223,GB47DVLO39930561648408,CUST0024,2481.16,USD,dining,Mexico,False,new,2026-07-07T00:28:15.075898
TXN00224,GB77RFPK53942373334333,CUST0049,6868.77,USD,groceries,USA,False,new,2026-06-29T06:28:15.075904
TXN00225,GB65IBPW78487392855749,CUST0068,1127.54,USD,utilities,USA,False,known,2026-07-30T03:28:15.075927
TXN00226,GB22WWSD94096105566139,CUST0075,6559.31,USD,utilities,UK,False,new,2026-05-08T15:28:15.075936
TXN00227,GB92TBZR81172980686508,CUST0040,1459.5,USD,wire_transfer,Mexico,False,new,2026-07-20T09:28:15.075942
